,business_id,name,city,state,categories
22224,QfXEdQpBojorGinfCnrKTA,Subway,Santa Barbara,CA,"Sandwiches, Restaurants, Fast Food, Breakfast & Brunch"
22225,cb4XnNYBJ6YV1ksngX8HRw,Subway,Spring Hill,FL,"Restaurants, Sandwiches, Fast Food"
22226,LnJVX8_vVq1QIlbEGQHYnw,Subway,Indianapolis,IN,"Restaurants, Sandwiches, Fast Food"
22227,oxRbrGrFxB2BOBLQca9c1g,Subway,Tampa,FL,"Fast Food, Sandwiches, Restaurants, Delis"
22228,PF21rnDm1-rqhiNYSnszFA,Subway,Springfield,TN,"Sandwiches, Restaurants, Fast Food"
22229,8OyIu5q6Jc_pCeu7vUZXBw,Subway,Clearwater,FL,"Fast Food, Sandwiches, Restaurants"
22230,XFUuPGGzap22YQY_denOVQ,Subway,Saint Louis,MO,"Fast Food, Sandwiches, Restaurants"
22231,lW-P17SXXOp_jaTxzrMOPQ,Subway,Tampa,FL,"Restaurants, Sandwiches, Fast Food"
22232,JkkazxGDTPQV-9670qxx3w,Subway,Willow Grove,PA,"Restaurants, Sandwiches, Fast Food"
22233,QAJrP_FFGPyafPznFtyurw,Subway,Franklin,TN,"Fast Food, Sandwiches, Restaurants"
22234,lXVc6Ogts0cTH4jsJ5CIQg,Subway,Indianapolis,IN,"Sandwiches, Fast Food, Restaurants"
22235,pX_IVV96CreozyPtKNyEGg,Subway,Des Peres,MO,"Restaurants, Sandwiches, Fast Food"
22236,cdbEEL_0TLOPgdfsB3PUvA,Subway,Collinsville,IL,"Restaurants, Sandwiches, Fast Food"
22237,JXNvb6-lBFhxowZ_y7QHlA,Subway,Metairie,LA,"Restaurants, Sandwiches, Fast Food"
22238,Lxk7bETFWQG1mt87ioqz2g,Subway,Plant City,FL,"Sandwiches, Fast Food, Restaurants"
22239,1NBOCuiFeG6DAkR_dd6pTA,Subway,Lebanon,IL,"Restaurants, Fast Food, Sandwiches"
22240,b9TgJmvmD6Edez5eMgr6bA,Subway,Indianapolis,IN,"Fast Food, Food, Restaurants, Sandwiches"
22241,qhNIJZBstJWVg63SWtus0g,Subway,Tampa,FL,"Sandwiches, Restaurants, Fast Food"
22242,VxgsJiCUjT4tVUjhjBrIxQ,Subway,Fishers,IN,"Restaurants, Fast Food, Sandwiches"
22243,yAcvEoMj064CYIXGF6FS0w,Subway,Boise,ID,"Sandwiches, Restaurants, Fast Food"
22244,_Dl7SIhQOy9d11RT7TxGdQ,Subway,Edmonton,AB,"Restaurants, Fast Food, Sandwiches"
22245,Sn00sOUJTyhoiZwyC2jHhw,Subway,Tucson,AZ,"Fast Food, Restaurants, Sandwiches"
22246,lF7Zn9GNg0wMpM5g5kWdBw,Subway,Reno,NV,"Sandwiches, Fast Food, Restaurants"
22247,FLYfQFkSxC5sFOkq_nb8Cw,Subway,Carmel,IN,"Sandwiches, Restaurants, Fast Food"
22248,k0PzT0_WiOZXndrsz8fIxw,Subway,Gretna,LA,"Restaurants, Fast Food, Pizza, Soup, Sandwiches"
22249,CmDTNEVReN6CgE6ctlZhag,Subway,Indianapolis,IN,"Sandwiches, Salad, Fast Food, Restaurants"
22250,0ihbRd1mnVKCP6h8TEpqng,Subway,Edmonton,AB,"Restaurants, Sandwiches, Fast Food"
22251,phlcnA8qZlthpAu1YLOw2A,Subway,Vail,AZ,"Restaurants, Sandwiches"
22252,2ZwBQdlouprtw_MMOi9hxw,Subway,Indianapolis,IN,"Restaurants, Sandwiches, Fast Food"
22253,nw58qNTeh7gRyJsEZv9EIg,Subway,Edwardsville,IL,"Sandwiches, Restaurants, Fast Food"
22254,C3gd3-6zUSUcCbnMOIdgxA,Subway,Tucson,AZ,"Sandwiches, Restaurants, Fast Food"
22255,F0a_Aa4MfqWUH7HHGYRtbQ,Subway,Plymouth Meeting,PA,"Sandwiches, Restaurants, Fast Food"
22256,LB9agaVVjs20u-mEYXLv3Q,Subway,Greenwood,IN,"Sandwiches, Salad, Restaurants, Fast Food, Food"
22257,xssX2VP_JW-Yg1sjBK8gXg,Subway,Green Valley,AZ,"Sandwiches, Delis, Fast Food, Restaurants"
22258,k1cEINx94GdQcKxQadByYQ,Subway,Riverview,FL,"Convenience Stores, Food, Sandwiches, Restaurants"
22259,GpUGVKKmWfZieHFtGZQYpQ,Subway,Tucson,AZ,"Restaurants, Sandwiches, Fast Food"
22260,-iclF-OurSdeL0qcHhXuww,Subway,Maplewood,MO,"Restaurants, Sandwiches, Fast Food"
22261,k5NG7XuU1g_wcO3PdDNB3A,Subway,Tampa,FL,"Restaurants, Sandwiches, Fast Food"
22262,Fy3_fyER7Us93L1nLCG57w,Subway,Land O Lakes,FL,"Sandwiches, Restaurants, Fast Food"
22263,p5Vd4ag-1nxsCdmV0EEcDw,Subway,University City,MO,"Sandwiches, Restaurants, Fast Food"
22264,UNyFn1P2-ViqdrucNYHPGA,Subway,Boise,ID,"Sandwiches, Restaurants, Fast Food"
22265,kAGknILVe6xCv9a2uc5JHw,Subway,Carpinteria,CA,"Restaurants, Fast Food, Sandwiches, Breakfast & Brunch"
22266,L617WGpANJZW8orvCdOO1w,Subway,Riverview,FL,"Fast Food, Restaurants, Sandwiches"
22267,sn__ToT2W06cmbVdxwmvHA,Subway,Spanish Springs,NV,"Sandwiches, Restaurants, Fast Food"
22268,OtFQjONNg0z6TdSQ1Zxb9w,Subway,Tampa,FL,"Sandwiches, Restaurants, Fast Food"
22269,RYYLvhDmFkbFmtHooa43ZQ,Subway,Indianapolis,IN,"Restaurants, Fast Food, Sandwiches"
22270,NFdlTTZrmXejfKyz7v5T3Q,Subway,Smyrna,TN,"Fast Food, Sandwiches, Restaurants"
22271,-Xzvm1LxWyO7QZu9Q0UcSw,Subway,Reno,NV,"Breakfast & Brunch, Salad, Restaurants, Sandwiches, Fast Food"
22272,rwZ-1fH9vdh1KRAowovXOQ,Subway,Land O' Lakes,FL,"Fast Food, Sandwiches, Restaurants"
22273,hn3-6Oa6AzjZ-VmZ9BUw2A,Subway,Tampa,FL,"Sandwiches, Restaurants, Fast Food"
22274,KB4AYRCILPmBI1k0jUID7w,Subway,Tampa,FL,"Fast Food, Restaurants, Sandwiches"
22275,jzJFNXrHorEnv0FqtB0fTQ,Subway,Reno,NV,"Restaurants, Event Planning & Services, Caterers, Sandwiches, Fast Food"
22276,rslVFy3PM5n-Mlv1Vvaq_A,Subway,Chesterfield,MO,"Restaurants, Fast Food, Sandwiches"
22277,-xiLPlI6JVm-W2DFWpN9Sg,Subway,Tampa,FL,"Sandwiches, Fast Food, Restaurants"
22278,lBci6mc-QugO--kWH_I75g,Subway,Indianapolis,IN,"Sandwiches, Fast Food, Restaurants"
22279,b2kjgx_Py8_mC8xXkTnRIg,Subway,Stead,NV,"Salad, Restaurants, Sandwiches, Fast Food"
22280,40yZy3NmbB9xjnFHOPdrag,Subway,New Orleans,LA,"Fast Food, Sandwiches, Restaurants"
22281,HDQGViGXTflhNta6Da1eZw,Subway,Indianapolis,IN,"Sandwiches, Restaurants, Fast Food"
22282,PFUgAn44e2JkK-NZiS0zrg,Subway,Tucson,AZ,"Sandwiches, Restaurants, Fast Food"
22283,eLS3G2FMhq1kJ5obGYsG0Q,Subway,Town And Country,MO,"Sandwiches, Restaurants, Fast Food"
22284,2oB29blmV7_i5kR5GvDxeQ,Subway,Indianapolis,IN,"Sandwiches, Restaurants, Fast Food"
22285,WIwRxBPvL8Md-EeZapgtiw,Subway,Indianapolis,IN,"Fast Food, Sandwiches, Restaurants"
22286,3p1gTXaVUKprXnzvhq7RRA,Subway,Sun Valley,NV,"Fast Food, Restaurants, Sandwiches"
22287,ungqzRuOe6g2X7jmjOQ3dw,Subway,Hermitage,TN,"Restaurants, Sandwiches, Fast Food"
22288,w1gBmPNdTcRFVUKhnhIu3A,Subway,Tucson,AZ,"Sandwiches, Restaurants, Fast Food"
22289,Whr0BgfTnl0MHWEvM5mMJQ,Subway,Largo,FL,"Sandwiches, Fast Food, Restaurants"
22290,NDatdofFQMlg7T9p8kCZxQ,Subway,Avon,IN,"Sandwiches, Fast Food, Restaurants"
22291,wgDanVXxbMuP3djeFCk4PQ,Subway,Tucson,AZ,"Sandwiches, Restaurants, Fast Food"
22292,av45C-bRKQ-1-zTRTWNXng,Subway,Pinellas Park,FL,"Restaurants, Sandwiches, Fast Food"
22293,ZfMDETGbFq0eAz8qLa5Aqw,Subway,St Charles,MO,"Sandwiches, Restaurants, Fast Food"
22294,yMkuFECeuKOZi_4e-qPahA,Subway,Metairie,LA,"Restaurants, Sandwiches, Fast Food"
22295,n1wyk7SNJzCxwXa50bHBvw,Subway,Metairie,LA,"Sandwiches, Restaurants, Fast Food"
22296,C7DQfgxrhHUl5bYtC5eMAA,Subway,Catalina,AZ,"Restaurants, Fast Food, Sandwiches"
22297,WoLNjwMW7fDivhWwY7tODg,Subway,Edmonton,AB,"Sandwiches, Fast Food, Restaurants"
22298,4K-6ZbfA8WW79x_rCof92g,Subway,Joelton,TN,"Sandwiches, Restaurants, Fast Food"
22299,dM8VFFJsOCe2gN9pNBij1w,Subway,Belleville,IL,"Fast Food, Sandwiches, Restaurants"
22300,5CW82H2eIcCAH5AGzF7clQ,Subway,Philadelphia,PA,"Sandwiches, Fast Food, Restaurants"
22301,dYWnqvJZnECiikUqyH9VuQ,Subway,Indianapolis,IN,"Restaurants, Sandwiches, Fast Food"
22302,bndEHp-3hIlUVXmchrj3EA,Subway,Saint Louis,MO,"Sandwiches, Restaurants, Fast Food"
22303,I1TUWTWvA5X-fTwGfuwX4A,Subway,St Louis,MO,"Salad, Breakfast & Brunch, Restaurants, Sandwiches, Fast Food"
22304,UZFyGUsdiW1to7YKe3Vd3g,Subway,Clearwater Beach,FL,"Sandwiches, Restaurants, Fast Food"
22305,zKOSvTY4AwsTImK4nxphdQ,Subway,St Louis,MO,"Sandwiches, Restaurants, Fast Food"
22306,-x-niT6JolhXi6VuKclgxw,Subway,Edmonton,AB,"Sandwiches, Restaurants, Fast Food"
22307,fra6poZMqkjuU0Gvhpb7hg,Subway,Tucson,AZ,"Sandwiches, Restaurants, Fast Food"
22308,ZCJtBGZ3uZlXSgKGUMVo-w,Subway,Nashville,TN,"Sandwiches, Fast Food, Restaurants"
22313,jar_5KMQZtgOseRdUN3L0w,Sucré,New Orleans,LA,"Food, Ice Cream & Frozen Yogurt, Restaurants, Specialty Food, Desserts, Bakeries, Chocolatiers & Shops, Coffee & Tea, Macarons"
22321,IuZaAvupE_VaPlFYjOWE9A,Sugar and Spice Thai Food and More,Havertown,PA,"Thai, Chicken Wings, Specialty Food, Noodles, Restaurants, Macarons, Food"
22357,yPt6y_CWuYiztCYE9UBcxA,Sun City Cafe,Sun City Center,FL,"Mexican, Breakfast & Brunch, Coffee & Tea, Restaurants, American (Traditional), American (New), Food, Diners"
22358,kdJMzQCyG9X07lEgTWWveQ,Sun Diner,Nashville,TN,"Restaurants, Cafes, Diners, Breakfast & Brunch, Burgers"
22373,IF2nJpRNwz5CJ6QRPadPfg,Suncoast Broadway Dinner Theatre,Hudson,FL,"Dinner Theater, Restaurants, Bars, Nightlife"
22378,emrUsUZvqCkytUu4i3kjLw,Sundae's Ice Cream & Coffee,Indianapolis,IN,"Caterers, Event Planning & Services, Desserts, Coffee & Tea, Food, Ice Cream & Frozen Yogurt, Coffee Roasteries, Restaurants"
22396,U71g2hUbA9uOY41kWRLt7w,Sunny's Diner,Philadelphia,PA,"Diners, Restaurants"
22403,Cm8kELxjGucOpNkzMq7UHg,Sunrise Café,Reno,NV,"Food, Restaurants, Mexican, American (Traditional), Breakfast & Brunch"
22404,yl588NQPNIOABQtXyp-zSg,Sunrise Chinese Restaurant,Saint Louis,MO,"Restaurants, Chinese"
22409,u-jf3uVYAsEwAsiVQf5clg,Sunrise Restaurant,Largo,FL,"Diners, American (Traditional), Restaurants, Sandwiches, Breakfast & Brunch"
22451,fix5sbGFzHUVDXpzhHctIA,Super Tortas,Indianapolis,IN,"Mexican, Restaurants, Sandwiches"
22452,4Ks_Ex6Luc5jbQsbkDBNug,Super Wing,Ferguson,MO,"Comfort Food, Fast Food, Sandwiches, Chicken Wings, Restaurants"
22469,K9cXWQFJrYL4AN9RCCPjJw,Surf And Turf Truck,Philadelphia,PA,"Food, Food Trucks, Seafood, Restaurants"
22475,8AeORpMTn_-s_4z0H9NSiA,Surreal Spice Creations,Antioch,TN,"Wraps, Restaurants, Soup, Vegetarian, Delis, Caterers, Salad, Event Planning & Services"
22490,5XJsZt4HFjSbAdc4dkWVKQ,Sushi Cortaro,Tucson,AZ,"Restaurants, Japanese, Sushi Bars"
22491,QdPiEDjZ2N2mOXSCrWHAbw,Sushi Cortaro On River,Tucson,AZ,"Restaurants, Sushi Bars, Japanese"
22498,BzqHs2CkUw8VoE-NY8hTtQ,Sushi Kabuki,Seminole,FL,"Restaurants, Japanese"
22513,dMGWB4TEfEhgInQefGimAw,Sushi On Oracle,Tucson,AZ,"Sushi Bars, Japanese, Restaurants"
22517,WGfnSTCWAzk1xqtkJVB7RA,Sushi Planet,Philadelphia,PA,"Japanese, Restaurants, Sushi Bars"
22529,U9-zexi2olALWewbVTftdw,Sushi Sushi,King of Prussia,PA,"Sushi Bars, Japanese, Asian Fusion, Restaurants"
22535,FNP4tlM-KYf--vTk_Gf9nQ,Sushi Train,Nashville,TN,"Chinese, Soup, Sushi Bars, Restaurants"
22542,jZoeTGRfhG9n_Jo6VMqwxw,Sushi Wasabi,Edmonton,AB,"Restaurants, Sushi Bars, Japanese"
22547,PeLF6SmS6LrIztSnjiZdwg,Sushi-Cho,Tucson,AZ,"Japanese, Soup, Sushi Bars, Restaurants, Chinese"
22556,3tTVN74KJAN0z1DJ_dsE6w,Susie's Family Restaurant,Port Richey,FL,Restaurants
22563,6O6W8hHIMs-xJWT6yfh5qw,Suzi's Restaurant,Largo,FL,"Breakfast & Brunch, Diners, American (New), Restaurants, Greek"
22583,kETGPKIpBdDMuZ9FHRWdGw,Sweet Biscuit Company,Mount Juliet,TN,"Bakeries, Restaurants, Breakfast & Brunch, Food, Desserts, Comfort Food"
22587,jBF32PwCB1z_gm58m9ddMg,Sweet Caroline's Bakery & Cafe,Palm Harbor,FL,"Desserts, Bakeries, Food, Restaurants, Cafes"
22603,QAMJIJQ7SMO-C5xUN37iIw,Sweet Spot Cafe,Saint Ann,MO,"Breakfast & Brunch, Donuts, Food, Restaurants, Cafes"
22623,4sD9H1GhMIq0KEWBQ0OOHg,Swiss Donair,Edmonton,AB,"Food, Restaurants, Donairs, Burgers"
22628,FG2cLs48PEwuzYGon-bxCg,Syberg's on Dorsett,Maryland Heights,MO,"Arts & Entertainment, Sports Bars, Restaurants, Music Venues, American (Traditional), Bars, Nightlife"
22647,8gY3LGFUMIQubovGbSd7Nw,Süp,Reno,NV,"Soup, American (New), Salad, Restaurants, Sandwiches"
22700,0JtYKzRiG1Rad7nyhObEHQ,Taceaux Loceaux,New Orleans,LA,"Restaurants, Tacos, Mexican, Food Trucks, Food"
22701,OxXMZfaRZc7SJnjMBkO1ww,Taceaux Loceaux,New Orleans,LA,"Restaurants, Mexican, Food Trucks, Food, Food Stands, Street Vendors"
22704,b8zYL8751HJXc0XlUw5K3g,Taco & Ramen,Philadelphia,PA,"Mexican, Vegan, Restaurants, Juice Bars & Smoothies, Food, Japanese"
22708,dF8Fl1BJSz9Qt_uBlbkBqg,Taco Bell,Plainfield,IN,"Restaurants, Tacos, Tex-Mex, Mexican, Fast Food, Breakfast & Brunch"
22709,1gRA60wSskoLvkiC8sylWg,Taco Bell,Saint Louis,MO,"Tacos, Tex-Mex, Restaurants, Breakfast & Brunch, Fast Food, Mexican"
22710,ovO8wVp7Sh5k30TnB--rHA,Taco Bell,Saint Petersburg,FL,"Fast Food, Breakfast & Brunch, Restaurants, Tex-Mex, Mexican, Tacos"
22711,VtI_Pm7UjwZjxwsA-uBmWQ,Taco Bell,Upper Darby,PA,"Restaurants, Fast Food, Breakfast & Brunch, Tex-Mex, Mexican, Tacos"
22712,03Z0iTZ29-Mh02OXE7sPBQ,Taco Bell,Philadelphia,PA,"Mexican, Tacos, Breakfast & Brunch, Fast Food, Restaurants"
22713,i2qtzcC8--Dq-1ZTvayajw,Taco Bell,Antioch,TN,"Tex-Mex, Restaurants, Breakfast & Brunch, Fast Food, Tacos, Mexican"
22714,S9WG-ZBwLVj2eCB6_0P0MQ,Taco Bell,Reno,NV,"Tex-Mex, Restaurants, Fast Food, Breakfast & Brunch, Tacos, Mexican"
22715,sz5ERF_5aciZqE1ivA9Y_Q,Taco Bell,Florissant,MO,"Mexican, Tacos, Fast Food, Restaurants, Breakfast & Brunch, Tex-Mex"
22716,YjiaGnfaVWVlOzOQ8GK6NA,Taco Bell,West Berlin,NJ,"Breakfast & Brunch, Banks & Credit Unions, Financial Services, Restaurants, Mexican, Tacos, Tex-Mex, Fast Food"
22717,ye_NPsD6rRX84zm1SkAO2A,Taco Bell,Norristown,PA,"Restaurants, Tacos, Fast Food, Mexican, Breakfast & Brunch, Tex-Mex"
22718,LSS1QAf4tHNq659RnYtmoA,Taco Bell,Spring Hill,FL,"Mexican, Fast Food, Breakfast & Brunch, Restaurants, Tacos, Tex-Mex"
22719,PdT1l1LtQzVYERaYdmYYQQ,Taco Bell,Fishers,IN,"Tex-Mex, Tacos, Restaurants, Breakfast & Brunch, Sandwiches, Mexican, Fast Food"
22720,XPFXtX3jkFCHPW-xQFyG2w,Taco Bell,Meridian,ID,"Fast Food, Breakfast & Brunch, Tex-Mex, Mexican, Tacos, Restaurants"
22721,OvSry57xdVkcrNSZdrA8RQ,Taco Bell,Vail,AZ,"Mexican, Restaurants, Tacos, Fast Food"
22722,0TNu_MOiizGa_75jqSaAvA,Taco Bell,Hamilton,NJ,"Tex-Mex, Breakfast & Brunch, Restaurants, Fast Food, Mexican, Tacos"
22723,BCrBameEpb9bBWLTZKEdng,Taco Bell,New Port Richey,FL,"Tacos, Tex-Mex, Restaurants, Breakfast & Brunch, Mexican, Fast Food"
22724,oWwF9Eva1Yrb3p9k4Lg2qg,Taco Bell,Indianapolis,IN,"Fast Food, Restaurants, Tex-Mex, Mexican"
22725,ctOOp80WBFPj3wPZyFw1tw,Taco Bell,Philadelphia,PA,"Mexican, Restaurants"
22726,xrwlFUPFQQ_ST4Kn8caGHw,Taco Bell,Saint Louis,MO,"Restaurants, Tex-Mex, Breakfast & Brunch, Fast Food, Tacos, Mexican"
22727,k2UjdZliq33S2Bcm5xo-oQ,Taco Bell,Lutz,FL,"Restaurants, Tex-Mex, Breakfast & Brunch, Fast Food, Tacos, Mexican"
22728,l3iL7NiBEYp9nE3wLmm7-Q,Taco Bell,Hazelwood,MO,"Tacos, Mexican, Restaurants, Fast Food, Tex-Mex, Breakfast & Brunch"
22729,yq8n50XCH6pgW7wayJxlOQ,Taco Bell,Franklin,TN,"Tex-Mex, Restaurants, Fast Food, Mexican, Tacos, Breakfast & Brunch"
22730,YFy2pYLTvV8az7GYeuw_Ew,Taco Bell,Reno,NV,"Tex-Mex, Restaurants, Fast Food, Breakfast & Brunch, Tacos, Mexican"
22731,GufJXz393fnNpQi_ba-YNA,Taco Bell,Saint Petersburg,FL,"Restaurants, Tacos, Mexican, Fast Food"
22732,jFdDyBwJfXxtZEMwWFUTpA,Taco Bell,Edwardsville,IL,"Fast Food, Breakfast & Brunch, Restaurants, Tacos, Mexican, Tex-Mex"
22733,KS-SOgTuuK332IFFn1tBow,Taco Bell,Indianapolis,IN,"Mexican, Tacos, Breakfast & Brunch, Restaurants, Fast Food"
22734,7zzSq-37WyMeSRrN8-zd6Q,Taco Bell,Boise,ID,"Mexican, Tacos, Restaurants, Tex-Mex, Fast Food, Breakfast & Brunch"
22735,3gK2X6cZXzhmSG99nQyXzw,Taco Bell,Saint Louis,MO,"Mexican, Restaurants, Fast Food, Tacos, Breakfast & Brunch, Tex-Mex"
22736,ZaztsoGjSyO2PCbTWhMrKQ,Taco Bell,Fairless Hills,PA,"Restaurants, Tex-Mex, Tacos, Mexican, Fast Food, Breakfast & Brunch"
22737,M4vYPpkKcPxfZvebDv0ugg,Taco Bell,Troy,IL,"Restaurants, Tex-Mex, Fast Food, Mexican, Tacos, Breakfast & Brunch"
22738,OyntL7siqhs9xI-I2fDpBA,Taco Bell,Belle Chasse,LA,"American (New), Mexican, Restaurants, Fast Food"
22739,vLpAUDjttjjBs3vMXvC8oA,Taco Bell,Largo,FL,"Restaurants, Mexican, Fast Food, Tex-Mex, Tacos, Breakfast & Brunch"
22740,nlDOudpWivGFrR-xM_HYRA,Taco Bell,Dunedin,FL,"Tex-Mex, Tacos, Mexican, Restaurants, Fast Food, Breakfast & Brunch"
22741,Dzt87FnBieUkt_5mvKjQ_Q,Taco Bell,Valley Park,MO,"Tex-Mex, Restaurants, Tacos, Fast Food, Breakfast & Brunch, Mexican"
22742,FZCj995CEL2G-JTiLC3Azw,Taco Bell,Indianapolis,IN,"Mexican, Restaurants, Tex-Mex, Fast Food"
22743,grsZxmM8OkaEJcZYtwsmAg,Taco Bell,Smyrna,TN,"Fast Food, Restaurants, Tex-Mex, Breakfast & Brunch, Mexican, Tacos"
22744,M-ZZiixj7y5nbv7D2AGgfA,Taco Bell,Hendersonville,TN,"Restaurants, Tex-Mex, Fast Food, Tacos, Mexican, Breakfast & Brunch"
22745,vZPnefNXXooilmzTqnAa-w,Taco Bell,Largo,FL,"Tacos, Tex-Mex, Restaurants, Mexican, Fast Food, Breakfast & Brunch"
22746,hxlQ_hMX-InQhXNg9MReCA,Taco Bell,Kenner,LA,"Breakfast & Brunch, Restaurants, Tacos, Mexican, Tex-Mex, Fast Food"
22747,YFZEUO2lipPqQdWGqPWUew,Taco Bell,Philadelphia,PA,"Restaurants, Mexican, Tacos, Tex-Mex, Breakfast & Brunch, Fast Food"
22748,2RJ_OHtFUlaq1oMDJCjtUw,Taco Bell,Tucson,AZ,"Fast Food, Mexican, Tex-Mex, Tacos, Breakfast & Brunch, Restaurants"
22749,Swae4tP9vj5h02bMWZ-Duw,Taco Bell,Terrytown,LA,"Tex-Mex, Restaurants, Mexican, Breakfast & Brunch, Fast Food, Tacos"
22750,NqHnyWcVOgklZmy-ERaCLw,Taco Bell,Metairie,LA,"Restaurants, Mexican, Fast Food, Breakfast & Brunch, Tacos"
22751,TNeSJzN1rHl_g2sY8G00_A,Taco Bell,Exton,PA,"Tex-Mex, Fast Food, Restaurants, Mexican, Tacos"
22752,qnXHKdDFaPZ3PwygllYk8w,Taco Bell,Metairie,LA,"Restaurants, Tacos, Mexican, Fast Food, Breakfast & Brunch, Tex-Mex"
22753,u4fIQnGqhDC9TZ3pq3AyUQ,Taco Bell,Feasterville,PA,"Fast Food, Restaurants, Tacos, Mexican, Tex-Mex"
22754,lBHZc-fGzL8fRWREy7VlZA,Taco Bell,Philadelphia,PA,"Fast Food, Tex-Mex, Tacos, Restaurants, Mexican"
22755,Vum9419xubydNp9PbjADMw,Taco Bell,Pennsville,NJ,"Restaurants, Tex-Mex, Fast Food, Mexican, Tacos"
22756,SV840JDqpS2to6ZL-2jILw,Taco Bell,Bala Cynwyd,PA,"Tex-Mex, Restaurants, Fast Food, Breakfast & Brunch, Mexican, Tacos"
22757,eWAE5rzN3RHUj66_eBL00Q,Taco Bell,New Whiteland,IN,"Restaurants, Tex-Mex, Fast Food, Mexican, Breakfast & Brunch, Tacos"
22758,2jbADqg-NvcVjjdxdEetrg,Taco Bell,Brandon,FL,"Mexican, Fast Food, Restaurants, Tacos, Tex-Mex"
22759,6afF6p9H4jZSQ3X8mfss5Q,Taco Bell,Tucson,AZ,"Tex-Mex, Restaurants, Breakfast & Brunch, Fast Food, Mexican, Tacos"
22760,KPIlgtsj0cTkrXQLCsQe3Q,Taco Bell,Sun Valley,NV,"Breakfast & Brunch, Restaurants, Fast Food, Tacos, Mexican, Tex-Mex"
22761,a55AKfh1XfKzqxDyzswVqA,Taco Bell,Sicklerville,NJ,"Breakfast & Brunch, Tacos, Restaurants, Fast Food, Mexican"
22762,K80_VruUekDn_rNFLJpDCQ,Taco Bell,Maplewood,MO,"Breakfast & Brunch, Tacos, Fast Food, Mexican, Restaurants"
22763,6SccOmKan7G_zCYzGNEBxQ,Taco Bell,Saint Louis,MO,"Restaurants, Breakfast & Brunch, Fast Food, Tex-Mex, Tacos, Mexican"
22764,x73A12BrNcRTvctBZWpXyA,Taco Bell,Sparks,NV,"Restaurants, Breakfast & Brunch, Tex-Mex, Fast Food, Tacos, Mexican"
22765,E8Y38V4dNZjHCAW08owj6Q,Taco Bell,Indianapolis,IN,"Restaurants, Breakfast & Brunch, Fast Food, Mexican, Tacos"
22766,eGYJDbjab4dUp8mg2dkOvQ,Taco Bell,Clifton Heights,PA,"Fast Food, Restaurants, Tex-Mex, Mexican, Tacos"
22767,nYZJW0VSRtieUjXJ-laIrQ,Taco Bell,Tampa,FL,"Restaurants, Mexican, Tacos, Tex-Mex, Fast Food, Breakfast & Brunch"
22768,ytohtM6YjRAjOJsrqHG3Gw,Taco Bell,Boise,ID,"Tex-Mex, Restaurants, Breakfast & Brunch, Fast Food, Mexican, Tacos"
22769,zTaDaqLkckrIQNrW2txwdw,Taco Bell,Indianapolis,IN,"Fast Food, Tex-Mex, Tacos, Breakfast & Brunch, Restaurants, Mexican"
22770,k9weLXE2nPHTGt9X-Spflg,Taco Bell,Franklin,TN,"Restaurants, Tex-Mex, Mexican, Tacos, Breakfast & Brunch, Fast Food"
22771,qVwLEvBHLdafrd0YonO6pg,Taco Bell,Port Richey,FL,"Breakfast & Brunch, Restaurants, Fast Food, Mexican, Tacos, Tex-Mex"
22772,4epLIQS0--TnFgAQOtaIww,Taco Bell,Tampa,FL,"Restaurants, Tex-Mex, Breakfast & Brunch, Fast Food, Mexican, Tacos"
22773,H-Xc7JbVvxSkWfkuzwrveA,Taco Bell,Madison,TN,"Restaurants, Tacos, Tex-Mex, Mexican, Fast Food, Breakfast & Brunch"
22774,oSr0I7gJwADuiLKKvqLC_w,Taco Bell,Saint Louis,MO,"Tex-Mex, Breakfast & Brunch, Restaurants, Tacos, Mexican, Fast Food"
22775,_8XdNPiCJmrbehZr5nRyfA,Taco Bell,Clearwater,FL,"Restaurants, Tex-Mex, Tacos, Mexican, Fast Food, Breakfast & Brunch"
22776,B3CY2NVEFySzbyhW9YuxQg,Taco Bell,Camby,IN,"Restaurants, Tex-Mex, Mexican, Tacos, Fast Food, Breakfast & Brunch"
22777,DOb8-Z1525QH8PRIdHOfww,Taco Bell,Nashville,TN,"Restaurants, Breakfast & Brunch, Tacos, Fast Food, Mexican, Tex-Mex"
22778,ujscft15GkpvxcqT4FoAOg,Taco Bell,Tucson,AZ,"Food, Restaurants, Breakfast & Brunch, Fast Food, Tex-Mex, Mexican, Tacos"
22779,nC1nF306iY8kR_4H-yDHaA,Taco Bell,Indianapolis,IN,"Mexican, Tacos, Restaurants, Breakfast & Brunch, Fast Food, Tex-Mex"
22780,EyYhWr8wLlJL4LS4EsW8iA,Taco Bell,Indianapolis,IN,"Restaurants, Tex-Mex, Breakfast & Brunch, Fast Food, Mexican, Tacos"
22781,k6WUlBpfBWDuYtBijAkUjA,Taco Bell,Tucson,AZ,"Tacos, Restaurants, Tex-Mex, Fast Food, Breakfast & Brunch, Mexican"
22782,jFn5pbJySxsPk0kaZfw5ig,Taco Bell,Spanish Springs,NV,"Tex-Mex, Tacos, Fast Food, Breakfast & Brunch, Restaurants, Mexican"
22783,uNZvfcpwTNVxyPe9i1m90g,Taco Bell,Gilbertsville,PA,"Tex-Mex, Restaurants, Fast Food, Tacos, Mexican, Breakfast & Brunch"
22784,FJCgmzfjlHgaRstj2tMAdw,Taco Bell,East Alton,IL,"Breakfast & Brunch, Tex-Mex, Restaurants, Mexican, Tacos, Fast Food"
